(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature);(50, Nature)
